scheduled_departure_date_local,flight_number,scheduled_departure_station_code,scheduled_arrival_station_code,fleet_type,turnaround_buffer,load_factor,ssr_count,total_bags,transfer_bag_ratio,departure_hour,difficulty_score,daily_rank,difficulty_class
2025-08-09,769,ORD,BCN,B787-8,65,0.8065843621399177,4.0,121,0.5785123966942148,21,0.21680975622378118,152.0,Medium
2025-08-09,786,ORD,BTV,A320-200,44,1.4666666666666666,12.0,111,0.42342342342342343,11,0.21676700101051685,153.0,Medium
2025-08-09,4748,ORD,ATW,CRJ-550,60,1.0,8.0,40,1.0,20,0.21676208877577752,154.0,Medium
2025-08-09,1634,ORD,IAD,B737-MAX9,46,1.1899441340782122,9.0,150,0.43333333333333335,14,0.21626818742171003,155.0,Medium
2025-08-09,1785,ORD,EWR,B737-900,11,0.9776536312849162,21.0,103,0.2621359223300971,16,0.21599895723148907,156.0,Medium
2025-08-09,4584,ORD,TUL,CRJ-550,73,1.24,0.0,52,0.7692307692307693,20,0.2156931864965006,157.0,Medium
2025-08-09,312,ORD,CHS,A319-100,45,1.1111111111111112,1.0,125,0.552,18,0.21549161333383232,158.0,Medium
2025-08-09,1859,ORD,SNA,B737-700,22,1.2063492063492063,13.0,96,0.3020833333333333,16,0.21538129857654353,159.0,Medium
2025-08-09,5748,ORD,YWG,ERJ-175,5,1.3,14.0,54,0.7407407407407407,13,0.215312324563045,160.0,Medium
2025-08-09,5274,ORD,SBN,CRJ-550,44,0.88,10.0,38,0.9473684210526315,21,0.21523485160372768,161.0,Medium
2025-08-09,2337,ORD,IAD,B737-900,17,1.0837988826815643,20.0,160,0.26875,13,0.215127078820106,162.0,Medium
2025-08-09,5314,ORD,LNK,CRJ-550,16,1.04,6.0,55,0.8909090909090909,19,0.21494432800628765,163.0,Medium
2025-08-09,1069,ORD,DCA,A319-100,37,1.007936507936508,7.0,80,0.6125,19,0.21489954090098184,164.0,Medium
2025-08-09,4571,ORD,XNA,CRJ-550,56,1.28,0.0,40,0.85,20,0.21486568546727047,165.0,Medium
2025-08-09,5946,ORD,RAP,ERJ-175,43,1.1428571428571428,0.0,50,0.98,20,0.21372324001646767,166.0,Medium
2025-08-09,3465,ORD,GSP,ERJ-175,26,1.1842105263157894,2.0,57,0.7894736842105263,19,0.21364586308579936,167.0,Medium
2025-08-09,1525,ORD,AUS,A319-100,20,1.4206349206349207,5.0,102,0.5588235294117647,13,0.21333925920381253,168.0,Medium
2025-08-09,5234,ORD,MKE,CRJ-550,-29,0.74,0.0,28,0.9285714285714286,10,0.21274329856822652,169.0,Medium
2025-08-09,1967,ORD,LAX,B737-900,9,1.1173184357541899,7.0,139,0.2949640287769784,18,0.21239190600666857,170.0,Medium
2025-08-09,2147,ORD,ALB,B737-700,34,0.9206349206349206,6.0,71,0.9577464788732394,18,0.2119460090821762,171.0,Medium
2025-08-09,5603,ORD,FNT,CRJ-200,53,1.22,1.0,43,0.7674418604651163,20,0.21169135259553126,172.0,Medium
2025-08-09,1328,ORD,SMF,A321-2NX,484,1.18,12.0,149,0.6174496644295302,9,0.21162599648190425,173.0,Medium
2025-08-09,4416,ORD,STL,CRJ-550,36,1.18,2.0,53,0.9622641509433962,18,0.2113175549234627,174.0,Medium
2025-08-09,4792,ORD,ROA,ERJ-175,26,1.0657894736842106,12.0,57,0.6140350877192983,17,0.21103760186423617,175.0,Medium
2025-08-09,3635,ORD,MSN,ERJ-170,37,1.0857142857142856,2.0,58,0.9137931034482759,19,0.21084462367603576,176.0,Medium
2025-08-09,1485,ORD,SEA,A319-100,36,1.2301587301587302,8.0,128,0.5,13,0.21005339521189664,177.0,Medium
2025-08-09,4185,ORD,STL,CRJ-550,41,1.14,0.0,50,0.88,20,0.20990479621243308,178.0,Medium
2025-08-09,399,ORD,BOS,B737-MAX8,19,1.2228915662650603,19.0,118,0.3389830508474576,11,0.20978225300618622,179.0,Medium
2025-08-09,5526,ORD,ATW,CRJ-200,26,0.84,18.0,41,0.6829268292682927,18,0.2091305344511396,180.0,Medium
2025-08-09,2430,ORD,BNA,B737-700,31,1.1111111111111112,12.0,102,0.5196078431372549,14,0.2090630419052609,181.0,Medium
2025-08-09,5392,ORD,OKC,ERJ-175,27,0.9736842105263158,8.0,56,0.7321428571428571,19,0.20895123418974476,182.0,Medium
2025-08-09,4194,ORD,DAY,CRJ-550,46,1.0,22.0,33,0.8484848484848485,14,0.20887247838616713,183.0,Medium
2025-08-09,920,ORD,LHR,B767-300,170,1.1317365269461077,9.0,128,0.203125,18,0.2083786865992555,184.0,Medium
2025-08-09,2370,ORD,BOS,B737-900,27,1.2625698324022345,4.0,127,0.5039370078740157,14,0.20819641688869947,185.0,Medium
2025-08-09,2144,ORD,YYZ,A319-100,20,1.2857142857142858,12.0,98,0.3979591836734694,13,0.2079084172311838,186.0,Medium
2025-08-09,265,ORD,YYZ,A319-100,135,1.0238095238095237,10.0,80,0.5375,17,0.2076679516448969,187.0,Medium
2025-08-09,202,ORD,OGG,B787-8,760,1.5761316872427984,5.0,230,0.2826086956521739,9,0.20749706940869284,188.0,Medium
2025-08-09,374,ORD,MSP,A319-100,138,1.0476190476190477,8.0,64,0.859375,16,0.20659329503349674,189.0,Medium
2025-08-09,1775,ORD,FLL,B737-900,11,1.446927374301676,14.0,139,0.2517985611510791,10,0.20569355083037805,190.0,Medium
2025-08-09,714,ORD,MDT,B737-800,19,0.6867469879518072,10.0,68,0.9264705882352942,19,0.20531281268642818,191.0,Medium
2025-08-09,5352,ORD,CAK,CRJ-200,30,1.26,3.0,41,0.6829268292682927,18,0.2045326827351323,192.0,Medium
2025-08-09,763,ORD,PWM,B737-800,28,1.3012048192771084,20.0,102,0.27450980392156865,10,0.2044586954051469,193.0,Medium
2025-08-09,3716,ORD,CMH,ERJ-175,33,0.9736842105263158,6.0,54,0.9444444444444444,18,0.2043895458780564,194.0,Medium
2025-08-09,5103,ORD,JLN,CRJ-200,61,0.96,6.0,53,0.49056603773584906,21,0.20409933006474792,195.0,Medium
2025-08-09,2100,ORD,SLC,B737-800,17,1.2771084337349397,3.0,130,0.5307692307692308,13,0.20404751232934282,196.0,Medium
2025-08-09,5874,ORD,PIA,CRJ-200,36,1.44,5.0,63,0.36507936507936506,15,0.20322775927242784,197.0,Medium
2025-08-09,2487,ORD,PHL,B737-800,97,0.7168674698795181,7.0,65,0.7692307692307693,21,0.20294935646624823,198.0,Medium
2025-08-09,3402,ORD,YOW,ERJ-175,3,0.9473684210526315,11.0,41,0.8048780487804879,18,0.20289362635695868,199.0,Medium
2025-08-09,5219,ORD,GRB,CRJ-200,84,1.16,0.0,35,0.8857142857142857,20,0.20234818855496087,200.0,Medium
2025-08-09,5652,ORD,GEG,ERJ-175,37,1.0526315789473684,9.0,43,0.4186046511627907,19,0.2020753563894016,201.0,Medium
2025-08-09,411,ORD,DTW,B737-800,51,0.8734939759036144,25.0,76,0.75,10,0.20183146204339042,202.0,Medium
2025-08-09,2389,ORD,RSW,B737-900,17,1.553072625698324,13.0,150,0.13333333333333333,10,0.2014288152761379,203.0,Medium
2025-08-09,5868,ORD,YWG,ERJ-175,31,1.131578947368421,1.0,47,0.8085106382978723,19,0.2013683097578896,204.0,Medium
2025-08-09,4554,ORD,GRB,CRJ-550,42,1.18,2.0,80,0.9,14,0.2013175549234627,205.0,Medium
2025-08-09,4395,ORD,TVC,CRJ-550,56,1.0,7.0,47,0.8297872340425532,18,0.2008205303342191,206.0,Medium
2025-08-09,4590,ORD,MDT,CRJ-550,87,1.2,8.0,41,0.6585365853658537,16,0.19976744077248398,207.0,Medium
2025-08-09,2497,ORD,DTW,A320-200,668,0.7533333333333333,4.0,78,0.8974358974358975,19,0.19970592088027248,208.0,Medium
2025-08-09,5610,ORD,CHO,CRJ-550,32,1.18,5.0,32,0.71875,18,0.19949937310528087,209.0,Medium
2025-08-09,5309,ORD,FWA,CRJ-200,156,1.06,0.0,56,0.6964285714285714,20,0.1994169411280362,210.0,Medium
2025-08-09,1448,ORD,BUF,B737-700,30,0.9126984126984127,15.0,74,0.7027027027027027,14,0.19937673877515374,211.0,Medium
2025-08-09,2635,ORD,CLT,A319-100,8,1.2380952380952381,2.0,102,0.5980392156862745,14,0.19848305512930872,212.0,Medium
2025-08-09,1834,ORD,TPA,B737-800,36,1.5180722891566265,13.0,107,0.102803738317757,11,0.19822427815231886,213.0,Medium
2025-08-09,2401,ORD,NAS,B737-800,0,1.6686746987951808,6.0,125,0.224,10,0.1980466074410295,214.0,Medium
2025-08-09,2657,ORD,IAH,B737-MAX9,38,1.1955307262569832,13.0,247,0.1659919028340081,12,0.19801741186622374,215.0,Medium
2025-08-09,359,ORD,MEX,A320-200,35,1.1333333333333333,20.0,138,0.34782608695652173,9,0.1979810247389498,216.0,Medium
2025-08-09,4789,ORD,FAR,ERJ-175,233,0.9210526315789473,4.0,56,0.6785714285714286,20,0.19759900553715964,217.0,Medium
2025-08-09,4613,ORD,STL,CRJ-550,39,1.1,22.0,49,0.8775510204081632,9,0.19698229724166322,218.0,Medium
2025-08-09,2177,ORD,MSN,A319-100,32,1.2380952380952381,1.0,100,0.62,14,0.1964700681163217,219.0,Medium
2025-08-09,4546,ORD,AVP,CRJ-550,76,0.84,11.0,41,0.9024390243902439,18,0.19646819678880195,220.0,Medium
2025-08-09,1612,ORD,MEM,B737-900,-6,0.4581005586592179,8.0,59,0.7457627118644068,20,0.19610246917310253,221.0,Medium
2025-08-09,1209,ORD,EWR,B737-900,4,0.8212290502793296,5.0,56,0.625,21,0.19580314031757368,222.0,Medium
2025-08-09,5646,ORD,ATW,CRJ-200,85,1.08,13.0,57,0.7543859649122807,13,0.1957077360679666,223.0,Medium
2025-08-09,1414,ORD,BOI,A320-200,13,1.3466666666666667,17.0,91,0.42857142857142855,8,0.19556443916314237,224.0,Medium
2025-08-09,609,ORD,PHX,B737-900,179,1.094972067039106,7.0,150,0.42,13,0.19492422900783468,225.0,Medium
2025-08-09,4638,ORD,COS,ERJ-175,16,0.8947368421052632,4.0,61,0.7049180327868853,19,0.1926452938082697,226.0,Medium
2025-08-09,2616,ORD,PDX,B737-800,16,1.4156626506024097,3.0,119,0.3697478991596639,12,0.19191912021002158,227.0,Medium
2025-08-09,1304,ORD,LAS,B737-900,51,1.0670391061452513,16.0,111,0.40540540540540543,11,0.1916975873047468,228.0,Medium
2025-08-09,4599,ORD,BHM,CRJ-550,36,0.92,0.0,58,0.9137931034482759,19,0.19106319473034172,229.0,Medium
2025-08-09,1538,ORD,SAV,A319-100,33,1.746031746031746,4.0,97,0.07216494845360824,11,0.19052999114238306,230.0,Medium
2025-08-09,467,ORD,CMH,A319-100,27,1.1587301587301588,0.0,73,0.9178082191780822,14,0.1904526897214217,231.0,Medium
2025-08-09,2481,ORD,SYR,A320-200,29,0.8266666666666667,3.0,69,0.8695652173913043,18,0.18992584864703022,232.0,Medium
2025-08-09,2099,ORD,IAH,B737-MAX9,69,1.094972067039106,7.0,176,0.5170454545454546,9,0.1899242290078347,233.0,Medium
2025-08-09,5379,ORD,SYR,ERJ-175,6,1.131578947368421,11.0,65,0.5538461538461539,13,0.18971246560204547,234.0,Medium
2025-08-09,307,ORD,COS,B737-700,27,1.253968253968254,12.0,96,0.5416666666666666,9,0.18944951782127573,235.0,Medium
2025-08-09,1878,ORD,SFO,A321-2NX,17,1.32,8.0,172,0.19186046511627908,12,0.18942779482765076,236.0,Medium
2025-08-09,3715,ORD,ELP,ERJ-175,21,1.0789473684210527,0.0,62,0.5,19,0.18909075642997986,237.0,Medium
2025-08-09,4186,ORD,MLI,CRJ-550,61,0.9,2.0,36,1.0,20,0.18889577641378794,238.0,Medium
2025-08-09,1920,ORD,LAS,B737-900,944,0.8659217877094972,4.0,97,0.7835051546391752,15,0.1887255073022545,239.0,Medium
2025-08-09,5763,ORD,TUL,ERJ-175,1067,1.2285714285714286,10.0,60,0.5833333333333334,12,0.1884064242673753,240.0,Medium
2025-08-09,5382,ORD,FWA,CRJ-200,37,0.82,20.0,34,0.5882352941176471,15,0.1883916875631573,241.0,Medium
2025-08-09,5984,ORD,BIL,ERJ-175,766,1.5,8.0,49,0.7346938775510204,9,0.18838261162468653,242.0,Medium
2025-08-09,1239,ORD,ROC,A320-200,15,1.0733333333333333,4.0,86,0.686046511627907,14,0.18826448407500276,243.0,Medium
2025-08-09,1363,ORD,LAX,A321-2NX,13,1.26,11.0,138,0.1956521739130435,12,0.1881365788390284,244.0,Medium
2025-08-09,1921,ORD,PLS,B737-900,7,1.089385474860335,17.0,109,0.3761467889908257,10,0.18724967988799632,245.0,Medium
2025-08-09,5668,ORD,MKE,CRJ-550,11,1.36,0.0,39,0.9743589743589743,14,0.18713925483738164,246.0,Medium
2025-08-09,1996,ORD,SJU,A321-2NX,514,1.24,17.0,136,0.29411764705882354,8,0.18705682286013697,247.0,Medium
2025-08-09,1044,ORD,LAX,B757-300,711,1.2008547008547008,10.0,157,0.39490445859872614,9,0.18654587967268083,248.0,Medium
2025-08-09,3706,ORD,MSN,ERJ-175,16,0.9473684210526315,10.0,59,0.6779661016949152,15,0.18641635362968595,249.0,Medium
2025-08-09,1198,ORD,CUN,B737-900,29,1.6536312849162011,10.0,140,0.05,9,0.18640511501764379,250.0,Medium
2025-08-09,5350,ORD,GRR,CRJ-550,17,1.2,0.0,56,0.8392857142857143,15,0.18598497324001645,251.0,Medium
2025-08-09,342,ORD,GCM,B737-900,11,1.4748603351955307,0.0,143,0.46153846153846156,9,0.18581954318281657,252.0,Medium
2025-08-09,2424,ORD,RDU,B737-MAX9,42,0.7486033519553073,5.0,87,0.6436781609195402,18,0.18577426149993487,253.0,Medium
2025-08-09,5140,ORD,CMX,CRJ-200,46,0.66,10.0,43,0.4883720930232558,21,0.18550039297877916,254.0,Medium
2025-08-09,1377,ORD,MYR,A320-200,114,1.5,1.0,110,0.36363636363636365,11,0.1846488453909203,255.0,Medium
2025-08-09,2011,ORD,YVR,A320-200,-9,1.16,6.0,116,0.33620689655172414,8,0.18442611063288294,256.0,Medium
2025-08-09,4610,ORD,XNA,CRJ-550,12,1.5,2.0,39,0.6666666666666666,12,0.18362611811819304,257.0,Medium
2025-08-09,5624,ORD,LEX,ERJ-175,8,0.9605263157894737,5.0,48,0.75,17,0.18356041728633873,258.0,Medium
2025-08-09,1599,ORD,DEN,B777-2HD,93,1.401098901098901,9.0,281,0.16370106761565836,8,0.18345221421230068,259.0,Medium
2025-08-09,5631,ORD,DAY,CRJ-550,66,0.98,2.0,42,0.8571428571428571,18,0.18331220292675623,260.0,Medium
2025-08-09,5045,ORD,RHI,CRJ-200,13,1.0,5.0,48,0.8125,16,0.18286598487967365,261.0,Medium
2025-08-09,3628,ORD,IND,ERJ-175,34,0.8552631578947368,7.0,54,0.7407407407407407,17,0.18277154439675294,262.0,Medium
2025-08-09,1677,ORD,BOS,B737-MAX9,8,1.312849162011173,1.0,106,0.2358490566037736,15,0.18275437195425764,263.0,Medium
2025-08-09,2039,ORD,MCO,A321-2NX,12,0.7,5.0,91,0.7252747252747253,17,0.18246509974175681,264.0,Medium
2025-08-09,1989,ORD,BOS,B737-MAX9,32,0.8547486033519553,5.0,58,0.6551724137931034,18,0.18209394153011027,265.0,Medium
2025-08-09,1584,ORD,LAX,A321-2NX,194,1.335,7.0,161,0.2546583850931677,10,0.18121163778584526,266.0,Medium
2025-08-09,5253,ORD,FCA,ERJ-175,94,0.9868421052631579,0.0,41,0.7560975609756098,19,0.18112776537886502,267.0,Medium
2025-08-09,4188,ORD,GSO,CRJ-550,31,0.86,0.0,59,0.9322033898305084,18,0.1810544462741869,268.0,Medium
2025-08-09,1491,ORD,DFW,B737-700,29,1.119047619047619,13.0,118,0.3728813559322034,10,0.1810478966278678,269.0,Medium
2025-08-09,3535,ORD,DSM,ERJ-175,52,0.9605263157894737,15.0,47,0.6170212765957447,13,0.18083314455906596,270.0,Medium
2025-08-09,5437,ORD,DLH,CRJ-550,16,1.14,11.0,38,0.8157894736842105,12,0.18061908192671883,271.0,Medium
2025-08-09,5499,ORD,SBN,CRJ-200,116,0.86,4.0,43,0.6976744186046512,19,0.18035639432613496,272.0,Medium
2025-08-09,5833,ORD,DTW,ERJ-175,52,0.8421052631578947,0.0,60,0.9333333333333333,18,0.180221636584256,273.0,Medium
2025-08-09,5521,ORD,ATW,CRJ-200,44,0.86,12.0,55,0.6181818181818182,15,0.18003171900145962,274.0,Medium
2025-08-09,4518,ORD,STL,CRJ-550,23,1.0,0.0,60,0.9,16,0.1799439069575957,275.0,Medium
2025-08-09,4766,ORD,OKC,CRJ-550,13,0.98,0.0,63,0.8888888888888888,16,0.17964337175792508,276.0,Medium
2025-08-09,5429,ORD,TYS,ERJ-175,55,1.3157894736842106,3.0,50,0.42,14,0.17935598017180757,277.0,Medium
2025-08-09,5517,ORD,PVD,ERJ-175,42,0.8421052631578947,7.0,38,0.7368421052631579,18,0.1793125456751651,278.0,Medium
2025-08-09,224,ORD,BZN,B737-800,35,1.5060240963855422,0.0,125,0.424,9,0.17922810219883237,279.0,Medium
2025-08-09,343,ORD,SFO,A320-200,42,1.3333333333333333,5.0,121,0.38016528925619836,10,0.1791844286837082,280.0,Medium
2025-08-09,356,ORD,ATL,A319-100,-5,0.8333333333333334,4.0,85,0.5647058823529412,14,0.17910250612339948,281.0,Medium
2025-08-09,4476,ORD,CAE,CRJ-550,20,1.4,0.0,53,0.5660377358490566,13,0.1786331823795801,282.0,Medium
2025-08-09,3694,ORD,OMA,ERJ-175,13,1.1973684210526316,6.0,59,0.6779661016949152,12,0.178371095573621,283.0,Medium
2025-08-09,5275,ORD,DLH,ERJ-175,162,0.618421052631579,8.0,36,0.8888888888888888,20,0.1780582687068733,284.0,Medium
2025-08-09,4468,ORD,LEX,CRJ-550,124,0.78,0.0,41,0.8292682926829268,21,0.1778880197612186,285.0,Medium
2025-08-09,275,ORD,RAP,A320-200,18,1.3266666666666667,3.0,106,0.660377358490566,8,0.1777963714959392,286.0,Medium
2025-08-09,4482,ORD,TUL,CRJ-550,11,1.16,4.0,35,0.7142857142857143,15,0.17772156517833748,287.0,Medium
2025-08-09,3605,ORD,HHH,ERJ-175,117,1.631578947368421,6.0,75,0.05333333333333334,10,0.17769662481459084,288.0,Medium
2025-08-09,2182,ORD,PHL,A320-200,158,1.38,4.0,98,0.336734693877551,11,0.177456023803286,289.0,Medium
2025-08-09,5474,ORD,MBS,CRJ-550,57,0.96,1.0,34,1.0,18,0.17742725214267002,290.0,Medium
2025-08-09,5250,ORD,BNA,ERJ-175,6,1.0,2.0,53,0.6415094339622641,17,0.1773627381264269,291.0,Medium
2025-08-09,2195,ORD,BDL,B737-800,12,0.8614457831325302,18.0,84,0.5,11,0.17723463673925463,292.0,Medium
2025-08-09,602,ORD,PHX,B737-MAX9,14,0.5865921787709497,0.0,94,0.6914893617021277,20,0.1770597396220253,293.0,Medium
2025-08-09,1576,ORD,LGA,B737-800,19,0.9759036144578314,1.0,56,0.25,20,0.17701649011555787,294.0,Medium
2025-08-09,5358,ORD,CAK,CRJ-550,51,1.0,10.0,35,0.8285714285714286,14,0.1768594913731801,295.0,Medium
2025-08-09,2465,ORD,ORF,B737-MAX9,12,1.3687150837988826,2.0,146,0.2808219178082192,11,0.1767401228929009,296.0,Medium
2025-08-09,2287,ORD,SRQ,A319-100,848,1.4126984126984128,5.0,112,0.21428571428571427,11,0.1765816772084784,297.0,Medium
2025-08-09,2455,ORD,SAV,B737-900,428,1.2905027932960893,14.0,138,0.2753623188405797,7,0.17556266898139775,298.0,Medium
2025-08-09,534,ORD,EWR,A321-2NX,14,0.88,8.0,79,0.2911392405063291,17,0.17549459186346794,299.0,Medium
2025-08-09,1879,ORD,SJD,B737-800,470,1.3614457831325302,13.0,115,0.20869565217391303,8,0.1752187959518,300.0,Medium
2025-08-09,5323,ORD,CID,ERJ-175,96,0.5921052631578947,6.0,36,0.8333333333333334,21,0.17515001152343787,301.0,Medium
2025-08-09,490,ORD,SAT,B737-700,29,1.1904761904761905,14.0,94,0.425531914893617,8,0.17459340731314793,302.0,Medium
2025-08-09,1306,ORD,TPA,B737-MAX9,424,1.4357541899441342,12.0,116,0.22413793103448276,7,0.1740944525907014,303.0,Medium
2025-08-09,758,ORD,EWR,B737-900,46,1.3072625698324023,1.0,157,0.3630573248407643,10,0.17387852413312058,304.0,Medium
2025-08-09,1778,ORD,OMA,A320-200,27,1.0,14.0,106,0.5849056603773585,8,0.1738400108536996,305.0,Medium
2025-08-09,2440,ORD,LAS,B737-MAX9,3,1.0726256983240223,1.0,108,0.5462962962962963,13,0.17377148707393583,306.0,Medium
2025-08-09,1815,ORD,MSY,A320-200,20,1.26,9.0,114,0.2807017543859649,10,0.17375346195591151,307.0,Medium
2025-08-09,5362,ORD,MKE,CRJ-200,156,0.62,0.0,56,0.8392857142857143,21,0.1733408810209963,308.0,Medium
2025-08-09,5915,ORD,LNK,CRJ-200,16,1.08,0.0,55,0.6363636363636364,16,0.17328890489913545,309.0,Medium
2025-08-09,1135,ORD,SJO,B737-MAX8,48,1.1987951807228916,20.0,124,0.18548387096774194,7,0.1732834075927198,310.0,Medium
2025-08-09,1741,ORD,JAC,B737-700,49,1.3253968253968254,5.0,99,0.47474747474747475,9,0.17296256097408835,311.0,Medium
2025-08-09,1403,ORD,SLC,A321-2NX,107,0.78,0.0,73,0.6027397260273972,19,0.17253087690407576,312.0,Medium
2025-08-09,1857,ORD,MIA,B737-800,43,1.2108433734939759,8.0,153,0.26143790849673204,10,0.17249062250724517,313.0,Medium
2025-08-09,5565,ORD,CHO,CRJ-550,3225,1.3,0.0,41,0.5853658536585366,14,0.1719519349526554,314.0,Medium
2025-08-09,4588,ORD,MDT,CRJ-550,29,1.08,9.0,47,0.5319148936170213,13,0.17194150230173283,315.0,Medium
2025-08-09,2138,ORD,LGA,B737-800,12,1.2048192771084338,5.0,96,0.16666666666666666,14,0.17164513193309938,316.0,Medium
2025-08-09,5289,ORD,CRW,CRJ-550,38,1.62,2.0,39,0.28205128205128205,10,0.17078647217335982,317.0,Medium
2025-08-09,708,ORD,MCI,A319-100,10,1.0873015873015872,14.0,85,0.5529411764705883,8,0.1706734128023753,318.0,Medium
2025-08-09,1452,ORD,PVR,A320-200,15,1.4533333333333334,12.0,99,0.10101010101010101,8,0.17043569182978408,319.0,Medium
2025-08-09,5269,ORD,PIA,CRJ-200,81,1.12,6.0,59,0.4745762711864407,13,0.16936075451925597,320.0,Medium
2025-08-09,4425,ORD,GRR,CRJ-550,146,1.08,9.0,25,0.48,14,0.16890578801601855,321.0,Medium
2025-08-09,3523,ORD,RIC,ERJ-175,48,1.2894736842105263,0.0,46,0.45652173913043476,14,0.16889902168967086,322.0,Medium
2025-08-09,1674,ORD,AUA,B737-900,-8,1.3016759776536313,2.0,130,0.15384615384615385,8,0.16830534586465312,323.0,Medium
2025-08-09,3551,ORD,SDF,ERJ-175,16,0.5263157894736842,13.0,20,0.95,19,0.16819592700640784,324.0,Medium
2025-08-09,5427,ORD,PIA,CRJ-200,32,1.18,11.0,52,0.6730769230769231,9,0.1681844380403458,325.0,Medium
2025-08-09,3638,ORD,CHS,ERJ-175,38,1.7105263157894737,0.0,72,0.05555555555555555,10,0.16815840935191004,326.0,Medium
2025-08-09,1156,ORD,MSY,B737-900,39,0.5698324022346368,3.0,73,0.589041095890411,20,0.16807830005471802,327.0,Medium
2025-08-09,4563,ORD,FSD,CRJ-550,36,1.22,2.0,53,0.7169811320754716,12,0.16799005389423255,328.0,Medium
2025-08-09,2652,ORD,RSW,B737-800,12,0.7409638554216867,6.0,65,0.4307692307692308,18,0.1678410590225718,329.0,Medium
2025-08-09,4497,ORD,ROA,CRJ-550,31,1.04,2.0,63,0.6666666666666666,14,0.16778523709719675,330.0,Medium
2025-08-09,5038,ORD,PLN,CRJ-200,56,1.04,12.0,46,0.6521739130434783,11,0.16773653579849546,331.0,Medium
2025-08-09,1113,ORD,ALB,A319-100,107,1.0873015873015872,0.0,102,0.6862745098039216,11,0.16767016604912857,332.0,Medium
2025-08-09,2653,ORD,RDU,B737-MAX9,26,1.335195530726257,2.0,97,0.422680412371134,10,0.16759217882322144,333.0,Medium
2025-08-09,5383,ORD,TVC,CRJ-550,11,1.3,2.0,36,0.5,13,0.16687076612148657,334.0,Medium
2025-08-09,5841,ORD,MEM,ERJ-175,8,0.8428571428571429,14.0,50,0.72,12,0.16668274448894044,335.0,Medium
2025-08-09,1097,ORD,DCA,B737-700,62,1.1825396825396826,6.0,106,0.32075471698113206,11,0.16655335778534627,336.0,Medium
2025-08-09,2488,ORD,LGA,B737-800,15,1.283132530120482,6.0,120,0.10833333333333334,12,0.16650014576063152,337.0,Medium
2025-08-09,3468,ORD,BGR,ERJ-170,18,1.4428571428571428,0.0,48,0.5208333333333334,11,0.16626698229724166,338.0,Medium
2025-08-09,4809,ORD,ICT,ERJ-175,739,1.2236842105263157,4.0,62,0.8548387096774194,9,0.1657274047051083,339.0,Medium
2025-08-09,5930,ORD,FAR,ERJ-175,13,1.2,0.0,51,0.7058823529411765,13,0.1656278303828736,340.0,Medium
2025-08-09,4507,ORD,CHA,CRJ-550,50,0.64,3.0,34,0.9117647058823529,20,0.16557323440248511,341.0,Medium
2025-08-09,5836,ORD,TYS,CRJ-550,40,1.66,0.0,45,0.13333333333333333,10,0.1652187114038699,342.0,Medium
2025-08-09,5122,ORD,EAU,CRJ-200,155,0.98,14.0,29,0.5862068965517241,12,0.1649680470826004,343.0,Medium
2025-08-09,5849,ORD,PWM,ERJ-175,83,1.1578947368421053,6.0,51,0.3333333333333333,13,0.1647798136945718,344.0,Medium
2025-08-09,4452,ORD,RIC,CRJ-550,29,1.02,17.0,34,0.4411764705882353,10,0.1626795070923313,345.0,Medium
2025-08-09,5125,ORD,CMX,CRJ-200,14,1.36,0.0,60,0.5,11,0.16267496912309592,346.0,Medium
2025-08-09,5021,ORD,SUX,CRJ-200,11,0.7,5.0,29,0.41379310344827586,20,0.16264367117032824,347.0,Medium
2025-08-09,3493,ORD,DTW,ERJ-175,357,0.7763157894736842,0.0,20,0.65,21,0.162569500119174,348.0,Medium
2025-08-09,660,ORD,SAN,A321-2NX,653,1.42,0.0,153,0.26143790849673204,9,0.1625051461506793,349.0,Medium
2025-08-09,3542,ORD,YUL,ERJ-175,7,0.7236842105263158,5.0,52,0.6730769230769231,17,0.16236986886918633,350.0,Medium
2025-08-09,2862,ORD,IAD,B737-MAX9,11,1.1284916201117319,5.0,132,0.3560606060606061,10,0.16218905619439725,351.0,Medium
2025-08-09,664,ORD,LGA,B737-800,31,1.144578313253012,0.0,66,0.16666666666666666,16,0.16172918723060212,352.0,Medium
2025-08-09,5729,ORD,FNT,CRJ-200,64,0.96,12.0,42,0.7380952380952381,11,0.16153439499981287,353.0,Medium
2025-08-09,5505,ORD,SBN,CRJ-200,1225,1.0,7.0,36,0.25,15,0.16064195890564764,354.0,Medium
2025-08-09,2609,ORD,SNA,B737-700,36,1.380952380952381,5.0,89,0.25842696629213485,9,0.1606227777985703,355.0,Medium
2025-08-09,3569,ORD,ALB,ERJ-175,23,1.1842105263157894,13.0,51,0.49019607843137253,8,0.16061014880008512,356.0,Medium
2025-08-09,4739,ORD,GRB,CRJ-200,31,1.0,4.0,31,0.6129032258064516,15,0.1596029978666866,357.0,Medium
2025-08-09,1756,ORD,YYZ,B737-800,-2,0.37349397590361444,8.0,42,0.38095238095238093,21,0.1594822234657657,358.0,Medium
2025-08-09,5262,ORD,LNK,CRJ-200,26,1.2,6.0,42,0.30952380952380953,12,0.15931289531793855,359.0,Medium
2025-08-09,5353,ORD,GRR,CRJ-550,31,1.28,3.0,43,0.9534883720930233,9,0.15929750364908865,360.0,Medium
